Date_Time,Open,High,Low,Close,Volume,rsi,macd,body,vol_local,roll_m15_high,roll_m15_low,roll_m15_close,roll_m15_trend,roll_m15_body,roll_h1_high,roll_h1_low,roll_h1_close,roll_h1_vol,roll_h1_relpos,label,hour,dayofweek,mins_into_m15,frac_into_m15
2025-01-02 12:00:00,1.02611,1.02619,1.02557,1.02617,0.0,42.259343673340716,0.00017522853253308765,5.999999999994898e-05,0.0006199999999998429,1.02642,1.02473,1.02617,0.00021999999999988695,0.0004833333333333911,1.02642,1.02395,1.02617,0.0024700000000001943,0.898421691622799,1,12,3,0,0.0
2025-01-02 12:05:00,1.02618,1.02659,1.02594,1.02647,0.0,44.763654793011455,0.0002486020855147497,0.00028999999999990145,0.0006499999999998174,1.02659,1.02542,1.02647,0.00021999999999988695,0.00029999999999996696,1.02659,1.0241,1.02647,0.002489999999999881,0.9514251304697294,1,12,3,5,0.3333333333333333
2025-01-02 12:10:00,1.02649,1.02679,1.02631,1.02632,0.0,43.742101800269666,0.00028408096674481607,-0.00017000000000000348,0.00048000000000003595,1.02679,1.02557,1.02632,0.0,5.999999999994898e-05,1.02679,1.0241,1.02632,0.002690000000000081,0.8249721293198892,1,12,3,10,0.6666666666666666
2025-01-02 12:15:00,1.02632,1.02656,1.02592,1.02612,0.0,42.35421074827799,0.0002901099791046144,-0.00019999999999997797,0.0006399999999999739,1.02679,1.02592,1.02612,-0.00018333333333320212,-2.6666666666693335e-05,1.02679,1.0241,1.02612,0.002690000000000081,0.7506503158676513,2,12,3,0,0.0
2025-01-02 12:20:00,1.02611,1.02651,1.02602,1.0262,0.0,43.13148148626782,0.00029457205994845104,8.999999999992347e-05,0.0004900000000001015,1.02679,1.02592,1.0262,-1.3333333333420683e-05,-9.333333333335266e-05,1.02679,1.0241,1.0262,0.002690000000000081,0.7803790412485795,1,12,3,5,0.3333333333333333
2025-01-02 12:25:00,1.0262,1.0262,1.02565,1.02569,0.0,39.47709260163356,0.00025949429786084784,-0.0005100000000000104,0.0005500000000000504,1.02656,1.02565,1.02569,-0.00031333333333338764,-0.00020666666666668831,1.02679,1.0241,1.02569,0.002690000000000081,0.5908584169453482,2,12,3,10,0.6666666666666666
2025-01-02 12:30:00,1.02568,1.02572,1.02513,1.02561,0.0,38.920037532863574,0.00022832271793562652,-7.00000000000145e-05,0.0005899999999998684,1.02651,1.02513,1.02561,-0.00022333333333346417,-0.00016333333333336716,1.02679,1.0241,1.02561,0.002690000000000081,0.5611296915644202,3,12,3,0,0.0
2025-01-02 12:35:00,1.02564,1.02613,1.02563,1.02613,0.0,44.41090100020487,0.00023900372767473265,0.0004899999999998794,0.0004999999999999449,1.0262,1.02513,1.02613,0.000320000000000098,-3.0000000000048505e-05,1.02679,1.0241,1.02613,0.002690000000000081,0.754366406540288,2,12,3,5,0.3333333333333333
2025-01-02 12:40:00,1.02613,1.02664,1.02611,1.02635,0.0,46.598169255562965,0.0002556671766298077,0.000220000000000109,0.0005299999999999194,1.02664,1.02513,1.02635,0.000320000000000098,0.00021333333333332463,1.02679,1.02429,1.02635,0.0025000000000001688,0.8236705317872985,2,12,3,10,0.6666666666666666
2025-01-02 12:45:00,1.02637,1.02642,1.02591,1.02594,0.0,43.1876693493015,0.00023441893164031114,-0.00042999999999993044,0.0005100000000000104,1.02664,1.02563,1.02594,-0.00019999999999997797,9.333333333335266e-05,1.02679,1.02473,1.02594,0.002060000000000173,0.587093643862229,2,12,3,0,0.0
2025-01-02 12:50:00,1.02591,1.02648,1.02587,1.02634,0.0,47.24442080655956,0.00024168025900015789,0.00042999999999993044,0.0006099999999999994,1.02664,1.02587,1.02634,0.00012999999999996348,7.333333333336967e-05,1.02679,1.02513,1.02634,0.0016599999999999948,0.7284768211920152,2,12,3,5,0.3333333333333333
2025-01-02 12:55:00,1.02634,1.02662,1.02615,1.02648,0.0,48.62710364989282,0.00024928675241751754,0.000140000000000029,0.0004700000000001925,1.02662,1.02587,1.02648,0.00022666666666681934,4.666666666667633e-05,1.02679,1.02513,1.02648,0.0016599999999999948,0.8127633955448325,2,12,3,10,0.6666666666666666
2025-01-02 13:00:00,1.02651,1.02662,1.02613,1.02639,0.0,47.760496694392124,0.00024146460666666291,-0.00012000000000012001,0.0004900000000001015,1.02662,1.02587,1.02639,-1.3333333333420683e-05,0.00014999999999994648,1.02679,1.02513,1.02639,0.0016599999999999948,0.7585791691750878,2,13,3,0,0.0
2025-01-02 13:05:00,1.02643,1.02661,1.02625,1.02639,0.0,47.76049669439213,0.00022957538165473796,-4.0000000000040004e-05,0.00035999999999991594,1.02662,1.02613,1.02639,-2.999999999997449e-05,-6.666666666710341e-06,1.02679,1.02513,1.02639,0.0016599999999999948,0.7585791691750878,2,13,3,5,0.3333333333333333
2025-01-02 13:10:00,1.02637,1.02645,1.02612,1.02625,0.0,46.27276667031472,0.0002063025213080602,-0.00011999999999989797,0.0003300000000001635,1.02662,1.02612,1.02625,-9.33333333330566e-05,-9.333333333335266e-05,1.02664,1.02513,1.02625,0.0015099999999999003,0.7412309728657074,2,13,3,10,0.6666666666666666
2025-01-02 13:15:00,1.02625,1.02655,1.02607,1.0264,0.0,48.13683660888485,0.00019515153799779732,0.00014999999999987246,0.00048000000000003595,1.02661,1.02607,1.0264,5.333333333323864e-05,-3.3333333333551707e-06,1.02664,1.02513,1.0264,0.0015099999999999003,0.8405029781601364,2,13,3,0,0.0
2025-01-02 13:20:00,1.02639,1.02642,1.02601,1.02626,0.0,46.51472893118666,0.00017323095300761425,-0.00012999999999996348,0.00041000000000002146,1.02655,1.02601,1.02626,-4.333333333317313e-05,-3.333333333332966e-05,1.02664,1.02513,1.02626,0.0015099999999999003,0.7478491065519046,2,13,3,5,0.3333333333333333
2025-01-02 13:25:00,1.02625,1.02631,1.02608,1.02625,0.0,46.3944678845877,0.00015361077152731322,0.0,0.00022999999999995246,1.02655,1.02601,1.02625,-5.33333333330166e-05,6.666666666636327e-06,1.02664,1.02513,1.02625,0.0015099999999999003,0.7412309728657074,2,13,3,10,0.6666666666666666
2025-01-02 13:30:00,1.02625,1.02625,1.02586,1.0259,0.0,42.27474322755195,0.00011441284501616559,-0.0003500000000000725,0.0003900000000001125,1.02642,1.02586,1.0259,-0.0002366666666666628,-0.000160000000000012,1.02664,1.02563,1.0259,0.0010099999999999554,0.2670623145400637,2,13,3,0,0.0
2025-01-02 13:35:00,1.02591,1.02596,1.02567,1.02572,0.0,40.29311586855905,7.558702011451173e-05,-0.0001900000000001345,0.00028999999999990145,1.02631,1.02567,1.02572,-0.00023666666666688485,-0.000180000000000069,1.02664,1.02567,1.02572,0.0009699999999999154,0.051493305870121346,2,13,3,5,0.3333333333333333
2025-01-02 13:40:00,1.02573,1.02611,1.02561,1.0261,0.0,46.043304960452865,7.459534882037412e-05,0.00036999999999998145,0.000500000000000167,1.02625,1.02561,1.0261,0.00019333333333348968,-5.666666666674184e-05,1.02662,1.02561,1.0261,0.0010100000000001774,0.484668644906049,1,13,3,10,0.6666666666666666
2025-01-02 13:45:00,1.0261,1.02618,1.02582,1.02587,0.0,43.3236625439247,5.8270584268173525e-05,-0.00022999999999995246,0.000360000000000138,1.02618,1.02561,1.02587,-2.6666666666841365e-05,-1.666666666670184e-05,1.02662,1.02561,1.02587,0.0010100000000001774,0.2571711177053446,2,13,3,0,0.0
2025-01-02 13:50:00,1.02588,1.02594,1.02562,1.02562,0.0,40.52189609006391,3.1781941321506134e-05,-0.00025999999999992696,0.000320000000000098,1.02618,1.02561,1.02562,-0.00024333333333337315,-3.9999999999965986e-05,1.02662,1.02561,1.02562,0.0010100000000001774,0.009891196834880078,2,13,3,5,0.3333333333333333
2025-01-02 13:55:00,1.02563,1.02583,1.02557,1.02563,0.0,40.68713045553954,1.6831509857454896e-05,0.0,0.00025999999999992696,1.02618,1.02557,1.02563,-7.666666666650279e-05,-0.00016333333333329314,1.02662,1.02557,1.02563,0.0010499999999999954,0.057088487155042104,2,13,3,10,0.6666666666666666
2025-01-02 14:00:00,1.02563,1.02577,1.0255,1.02572,0.0,42.24230907496293,1.4963782829922792e-05,8.999999999992347e-05,0.00026999999999999247,1.02594,1.0255,1.02572,6.333333333330415e-05,-5.666666666666783e-05,1.02661,1.0255,1.02572,0.0011099999999999444,0.19801980198010619,2,14,3,0,0.0
2025-01-02 14:05:00,1.02571,1.02592,1.02554,1.02555,0.0,40.10334712920011,4.767252745611038e-06,-0.00015999999999993797,0.00038000000000004697,1.02592,1.0255,1.02555,-8.333333333343518e-05,-2.3333333333338164e-05,1.02655,1.0255,1.02555,0.0010499999999999954,0.047573739295797994,2,14,3,5,0.3333333333333333
2025-01-02 14:10:00,1.02555,1.02555,1.02499,1.0251,0.0,35.04478504475668,-2.799490218526393e-05,-0.00045000000000006146,0.0005599999999998939,1.02592,1.02499,1.0251,-0.0003566666666667828,-0.00017333333333335865,1.02655,1.02499,1.0251,0.0015600000000000058,0.07046764894287767,2,14,3,10,0.6666666666666666
2025-01-02 14:15:00,1.0251,1.02513,1.02492,1.02509,0.0,34.93931405849311,-4.5039729178034116e-05,-9.999999999843467e-06,0.00021000000000004349,1.02592,1.02492,1.02509,-0.0001566666666665828,-0.0002066666666666143,1.02642,1.02492,1.02509,0.0015000000000000568,0.11325782811458832,2,14,3,0,0.0
2025-01-02 14:20:00,1.0251,1.02547,1.02503,1.02534,0.0,39.81590194037179,-3.4644474272316206e-05,0.00024000000000001798,0.00043999999999999595,1.02555,1.02492,1.02534,0.00016333333333329314,-7.333333333329566e-05,1.02631,1.02492,1.02534,0.0013900000000000023,0.3019410496045034,2,14,3,5,0.3333333333333333
2025-01-02 14:25:00,1.02534,1.02578,1.02531,1.02569,0.0,45.92663778869329,-1.134515928535862e-06,0.0003500000000000725,0.00046999999999997044,1.02578,1.02492,1.02569,0.0003166666666667428,0.00019333333333341565,1.02625,1.02492,1.02569,0.0013300000000000534,0.5785123966941447,2,14,3,10,0.6666666666666666
2025-01-02 14:30:00,1.02568,1.02595,1.02538,1.02546,0.0,42.84781356427756,8.094984112361257e-06,-0.00021999999999988695,0.0005699999999999594,1.02595,1.02503,1.02546,-3.666666666668483e-05,0.00012333333333340116,1.02618,1.02492,1.02546,0.0012600000000000389,0.4282315622521557,2,14,3,0,0.0
2025-01-02 14:35:00,1.02546,1.02567,1.02538,1.02553,0.0,44.07657865077996,2.0748986675478474e-05,7.00000000000145e-05,0.0002900000000001235,1.02595,1.02531,1.02553,-2.9999999999752447e-05,6.666666666673333e-05,1.02618,1.02492,1.02553,0.0012600000000000389,0.4837430610626334,2,14,3,5,0.3333333333333333
2025-01-02 14:40:00,1.02556,1.02564,1.02524,1.02528,0.0,40.71017896884373,1.4417113792397672e-05,-0.000280000000000058,0.000400000000000178,1.02595,1.02524,1.02528,-0.00014333333333338416,-0.00014333333333331014,1.02618,1.02492,1.02528,0.0012600000000000389,0.2854877081680451,2,14,3,10,0.6666666666666666
2025-01-02 14:45:00,1.0253,1.02536,1.02493,1.02503,0.0,37.61619968347642,-3.515670281970494e-06,-0.00026999999999999247,0.0004300000000001525,1.02567,1.02493,1.02503,-0.0002500000000000835,-0.000160000000000012,1.02595,1.02492,1.02503,0.0010299999999998644,0.1066925315228603,3,14,3,0,0.0
2025-01-02 14:50:00,1.02501,1.02519,1.02483,1.02511,0.0,39.20838185048121,-6.7117725869252185e-06,9.999999999998899e-05,0.000360000000000138,1.02564,1.02483,1.02511,-3.0000000000196536e-05,-0.00015000000000002048,1.02595,1.02483,1.02511,0.0011200000000000099,0.2497769848350183,3,14,3,5,0.3333333333333333
2025-01-02 14:55:00,1.0251,1.02512,1.02477,1.0251,0.0,39.074134725518235,-6.231955547958998e-06,0.0,0.0003500000000000725,1.02536,1.02477,1.0251,1.999999999990898e-05,-5.666666666666783e-05,1.02595,1.02477,1.0251,0.0011799999999999589,0.2794242167654132,3,14,3,10,0.6666666666666666
2025-01-02 15:00:00,1.02511,1.02541,1.02506,1.02537,0.0,44.59056627706292,1.440985347603578e-05,0.00025999999999992696,0.00034999999999985043,1.02541,1.02477,1.02537,0.00017666666666671382,0.00011999999999997198,1.02595,1.02477,1.02537,0.0011799999999999589,0.5080440304826036,3,15,3,0,0.0
2025-01-02 15:05:00,1.02536,1.02566,1.02524,1.02559,0.0,48.668882067213936,4.3383004573474115e-05,0.00022999999999995246,0.00042000000000008697,1.02566,1.02477,1.02559,0.0002366666666666628,0.00016333333333329314,1.02595,1.02477,1.02559,0.0011799999999999589,0.6943268416596711,2,15,3,5,0.3333333333333333
2025-01-02 15:10:00,1.02558,1.02559,1.02536,1.02547,0.0,46.65186577990943,5.426237468034688e-05,-0.00010999999999983245,0.00022999999999995246,1.02566,1.02506,1.02547,-6.666666666488297e-06,0.00012666666666668233,1.02595,1.02477,1.02547,0.0011799999999999589,0.5927180355632256,2,15,3,10,0.6666666666666666
2025-01-02 15:15:00,1.02546,1.02581,1.02544,1.02579,0.0,52.32592338174301,8.118669599046921e-05,0.00032999999999994145,0.0003700000000002035,1.02581,1.02524,1.02579,0.0001733333333331366,0.00015000000000002048,1.02595,1.02477,1.02579,0.0011799999999999589,0.8636748518205389,2,15,3,0,0.0
2025-01-02 15:20:00,1.02579,1.02605,1.02568,1.02602,0.0,55.95220261282834,0.00011082763381298102,0.00022999999999995246,0.00036999999999998145,1.02605,1.02536,1.02602,0.00025999999999992696,0.00015000000000002048,1.02605,1.02477,1.02602,0.0012799999999999478,0.9758001561280439,2,15,3,5,0.3333333333333333
2025-01-02 15:25:00,1.02601,1.02631,1.02601,1.02621,0.0,58.7439555826199,0.0001378121621475428,0.00019999999999997797,0.00029999999999996696,1.02631,1.02544,1.02621,0.00020333333333333314,0.0002533333333332906,1.02631,1.02477,1.02621,0.0015400000000000968,0.9344581440623085,2,15,3,10,0.6666666666666666
